Jurisdicción,Sector,Ámbito,Departamento,Código de departamento,Localidad,Código de localidad,Cueanexo,Nombre,Domicilio,C. P.,Teléfono,Mail,Común,Especial,Adultos,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,SNU - Cursos,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Formación Profesional,Formación Profesional - INET,Alfabetización,Inicial,Primario,Secundario,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100401,J.I.N. Nº 28 en Escuela Nº 221,C.Rollino y Magaldi   ,6300,02954 387741,jin28@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100402,J.I.N. Nº 28 en Escuela Nº 240,Crispiniano Fernandez y Gardel  Aeropuerto ,6300,02954 387740,jin28@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100500,J.I.N. Nº 29  en Escuela Nº 4 - Cabecera - Stella Maris Gamba,Catamarca s/n   entre A.Brown y Estrada,6300,02954 387752,jin29@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100501,J.I.N. Nº 29  en Escuela Nº 6,Mansilla 419  ,6300,02954 387743,jin29@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100502,J.I.N. Nº 29 en Escuela Nº 97,Antonio Felice s/n y Av. Uruguay   Los Hornos,6300,02954 424430,jin29@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100503,J.I.N. Nº 29  Anexo Nº 1,Raul B. Diaz 1653  ,6300,02954 387752,jin29@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100504,J.I.N. Nº 29  Anexo Nº 2,Urquiza 675  ,6300,02954 387752,jin29@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100600,J.I.N. Nº 30  en Escuela Nº 217 - Cabecera - “Muruma Myriam Lucero”,Avda. Circunvalación Santiago Marzo 1161  ,6300,02954 770960,jin30@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100601,J.I.N. Nº 30 en Escuela Nº 180,Roque Saez Peña  1150  ,6300,02954 563100,jin30@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100602,J.I.N. Nº 30  en Escuela Nº 1,25 de Mayo 537  ,6300,02954 703122,jin30@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100603,J.I.N. Nº 30  Anexo Nº 1,25 de Mayo 739 Centro ,6300,02954 830326,jin30@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100604,J.I.N. Nº 30  Anexo Nº 2,Edison 1239  ,6300,02954 770960,jin30@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100700,J.I.N. Nº 31 en Escuela Nº 105 - Cabecera -,Río de La Plata 1400  ,6300,02954 427940,jin31@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420100701,J.I.N. Nº 31  en Escuela Nº 201,Maipú 590 Zona Norte ,6300,02954 387751,jin31@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CONHELO,42035,WINIFREDA,42035011,420100702,J.I.N. Nº 31 en Escuela Nº 104,Esteban Larco 567  ,6313,02333 497119,jin31@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,CURACO,42042,PUELCHES,42042004,420100800,J.I.N. Nº 32  en Escuela Nº 102 - Margarita Pampeana Cabecera -,Belgrano s/n   entre Bianchetti y 9 de Julio,8201,02954 15604378,jin32@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,UTRACAN,42154,CHACHARRAMENDI,42154002,420100801,J.I.N. Nº 32 en Escuela Nº 176,Eva Salanueva s/n   Escuela Nº 176,8201,02952 491035,jin32@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,PUELEN,42112,CASA DE PIEDRA,42112002,420100802,J.I.N. Nº 32 en Escuela Nº 215,Calle 8 y 5 1161  Escuela Nº 215,6300,0299 596929,jin32@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,LIMAY MAHUIDA,42091,LA REFORMA,42091002,420100803,J.I.N. Nº 32 en Escuela Nº 119,Av. San Martín s/n   Escuela Nº 119,8201,02338 499508,jin32@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,CURACO,42042,GOBERNADOR DUVAL,42042002,420100804,J.I.N. Nº 32 en Escuela Nº 98,Ruíz s/n   Escuela Nº  98,8366,02954 15694427,jin32@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420100900,Centro Provincial de Formación Profesional Nº 2,Calle Nº 7 1651  EPET Nº 2,6360,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,TRENEL,42147,TRENEL,42147005,420100901,Extensión Áulica 3 Centro Provincial de Formación Profesional Nº 2 - Trenel,Devoto 51  Terminal Vieja,6369,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,CHAPALEUFU,42056,INTENDENTE ALVEAR,42056005,420100902,Extensión Áulica 4 Centro Provincial de Formación Profesional Nº 2 - Intendente Alvear,25 de Mayo 237  Escuela Nº 196,6221,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420100903,Extensión Áulica 1 Centro Provincial de Formación Profesional Nº 2 - General Pico,Calle 300 y 315 1106  Campito Centenario,6360,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420100904,Extensión Áulica 2 Centro Provincial de Formación Profesional Nº 2 - General Pico,Calle 32 921  Cooperativa La Historica,6360,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420100905,Extensión Áulica 5 Centro Provincial de Formación Profesional Nº 2 - General Pico,Calle 13 Bis 476  Colegio Secundario Virginia Amela,6360,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420100906,Extensión Áulica 6 Centro Provincial de Formación Profesional Nº 2 - General Pico,Calle 40  906  Soc. Rural Argentina,6360,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420100907,Extensión Áulica 7 Centro Provincial de Formación Profesional Nº 2 - General Pico,Calle 440  218  Escuela I (B. Federal),6360,02302 350744,cpfp2@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,UTRACAN,42154,GENERAL ACHA,42154007,420101000,Centro Provincial de Formación Profesional Nº 4,Segovia 759  ,,02952 412999,cpfp4@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,ATREUCO,42007,MACACHIN,42007006,420101100,Centro Provincial de Formación Profesional Nº 5,Pampa 582  ,,02953 452066,cpfp5@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,GUATRACHE,42070,GUATRACHE,42070005,420101101,Extensión Áulica 1 Centro Provincial de Formación Profesional Nº 5 - Guatraché,Rivadavia 175  Hogar San Carlos,6311,02953 452066,cpfp5@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,ATREUCO,42007,MIGUEL RIGLOS,42007007,420101102,Extensión Áulica 2 Centro Provincial de Formación Profesional Nº 5 - Miguel Riglos,Avenida Belgrano 183  Colegio Secundario Jose de San Martín,6301,02953 452066,cpfp5@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Rural,GUATRACHE,42070,ALPACHIRI,42070001,420101103,Extensión Áulica 3 Centro Provincial de Formación Profesional Nº 5 - Alpachiri,25 de Mayo 245  Escuela Nº  63,6309,02953 521639,cpfp5@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420101200,Centro Provincial de Formación Profesional Nº 6,Calle Nº 3 1569  ,6360,02302 556230,cpfp6@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420101201,Extensión Áulica 1 Centro Provincial de Formación Profesional Nº 6 - General Pico,Calle 300 y 315 1106  Campito  Centenario,6360,02302 15352585,cpfp6@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420101300,Centro Provincial de Formación Profesional Nº 7,Calle Nº 3 951  Colegio Secundario República de El Salvador,6360,02302 697213,cpfp7@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Rural,LOVENTUE,42098,TELEN,42098008,420101400,Centro Provincial de Formación Profesional Nº 8,San Martín 490  ,6321,02338 498132,cpfp8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,REALICO,42133,INGENIERO LUIGGI,42133007,420101500,Centro Provincial de Formación Profesional Nº 9,Av. San Martín 545  ,,02302 471241,cpfp9@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Rural,REALICO,42133,ALTA ITALIA,42133002,420101501,Extensión Áulica 1 Centro Provincial de Formación Profesional Nº 9 - Alta Italia,Zeballos s/nº   Estación del Ferrocarril,6207,02335 471241,cpfp9@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,RANCUL,42126,CALEUFU,42126001,420101600,Centro Provincial de Formación Profesional Nº 10,9 de Julio y Juan B. Justo   ,6387,02302 490123,cpfp10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,REALICO,42133,REALICO,42133010,420101700,Centro Provincial de Formación Profesional Nº 11,Angel Lamas 1238  ,,2331 462988,cpfp11@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,RANCUL,42126,RANCUL,42126012,420101702,Extensión Áulica 2 Centro Provincial de Formación Profesional Nº 11 - Rancul,Quintana y Avenida Colon   Estación de ferrocarril,6214,02331 462988,cpfp11@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,PUELEN,42112,25 DE MAYO,42112001,420101800,Centro Provincial de Formación Profesional Nº 12,Rancúl  270  ,8201,0299 4948574,cpfp12@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Urbano,QUEMU QUEMU,42119,QUEMU QUEMU,42119009,420101900,Centro Provincial de Formación Profesional Nº 13,French 90  ,6333,02302 440079,cpfp13@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
La Pampa,Estatal,Rural,QUEMU QUEMU,42119,VILLA MIRASOL,42119011,420101901,Extensión Áulica 1 Centro Provincial de Formación Nº 13 - Villa Mirasol,Congreso 387  ,6331,02302 440079,cpfp13@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,QUEMU QUEMU,42119,COLONIA BARON,42119002,420101903,Extensión Áulica 3 Centro Provincial de Formación Nº 13 - Colonia Barón,4 de Febrero 266  Municipalidad,6315,02302 440079,cpfp13@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102000,J.I.N. Nº 5 en Escuela Nº 243 - Cabecera -¨Aukantun¨,Donatti 2250  ,6300,02954 362738,jin5@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102001,J.I.N. Nº 5 en Escuela Nº 92,Stieben 1021  ,,02954 831504,jin5@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102002,J.I.N. Nº 5 - Anexo Nº 1,Esmeralda 1025  ,6300,02954 563801,jin5@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102003,J.I.N. Nº 5 en Barrio Obrero de la Construcción,Paine Norte y Casique Pincen   ,6300,02954 830895,jin5@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420102100,J.I.N. Nº 8 en Escuela Nº 241,Calle 36 nº 1328  ,6360,02302 321323,jin8@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420102101,J.I.N. Nº 8 en Escuela Nº 66 - Cabecera - ¨Jardineras Pampeanas¨,Calle 20  1330  ,,02302 335140,jin8@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420102102,J.I.N. Nº 8 en Escuela Nº 12,Calle 29 nº 5  ,,02302 321323,jin8@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,PUELEN,42112,25 DE MAYO,42112001,420102200,J.I.N. Nº 12 - Cabecera -,General Pico s/nº   ,8201,0299 4949080,jin12@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,PUELEN,42112,COLONIA EL SAUZAL,42112004,420102203,J.I.N. Nº 12 en Escuela Nº 141,Sección Chacras   ,8201,0299 4949262,jin12@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,PUELEN,42112,PUELEN,42112008,420102204,J.I.N. Nº 12 en Escuela Nº 157,Avda. Belgrano s/n   ,8307,02338 495047,jin12@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,TOAY,42140,TOAY,42140008,420102300,J.I.N. Nº 17 en Escuela Nº 205 - Cabecera - ¨Lepun Puñen¨,Falucho 345  ,6303,02954 498517/835544,jin17@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,TOAY,42140,TOAY,42140008,420102301,J.I.N. Nº 17  en Escuela Nº 5,9 de Julio y Bulevard Brown 345  ,6303,02954 498376,jin17@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,TOAY,42140,TOAY,42140008,420102302,J.I.N. Nº 17 en Escuela Nº 62,San Lorenzo y Saenz Peña 345  ,6303,02954 498443,jin17@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,TOAY,42140,TOAY,42140008,420102303,J.I.N. Nº 17  en Escuela Nº 265,Av. 13 de Caballeria Norte y Gugliota 345  ,6303,02954 835544,jin17@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,TRENEL,42147,TRENEL,42147005,420102400,J.I.N. Nº 20 en Esc. Nº 230 - Cabecera -¨María del Carmen Paturlane¨,Mariano Moreno s/nº   J.I.N. Nº 20 - Cabecera,6369,02302 499534,jin20@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,TRENEL,42147,TRENEL,42147005,420102401,J.I.N. Nº 20 en Esc. Nº 54,José Ingenieros 370  ,6369,02302 499534,jin20@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,TRENEL,42147,ARATA,42147001,420102402,J.I.N. Nº 20 en Esc.Nº 94,Malvinas Argentinas   (esq. M. Olleros),6385,02335 498030,jin20@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,RANCUL,42126,PICHI HUINCA,42126010,420102403,J.I.N. Nº 20 en Esc. Nº 156,9 de Julio y Sarmiento   ,6385,02335 490026,jin20@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Rural,RANCUL,42126,LA MARUJA,42126005,420102404,J.I.N. Nº 20  en Esc. Nº 192,Mario Arsenio Escofet 250  ,6385,02335 499160,jin20@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,RANCUL,42126,CALEUFU,42126001,420102405,J.I.N. Nº 20 en Esc. Nº 75,9 de Julio s/nº   ,6387,02335 450120,jin20@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102500,J.I.N. Nº 6 - Cabecera,Av. San Martín 6  ,6300,02954 702555,jin6@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102501,J.I.N. Nº 6 en Escuela Nº 74,Av. Uruguay 251  ,6300,02954 438411,jin6@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102502,J.I.N. Nº 6 en Escuela Nº 256,Villegas 340  ,6300,02954 430052,jin6@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102503,J.I.N. Nº 6 en Escuela Nº 114,Juan B. Justo 685  ,6300,02954 435958,jin6@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102504,J.I.N. Nº  6 - Anexo Nº 1,1 de Mayo 1025  ,6300,02954 438411,jin6@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,CAPITAL,42021,SANTA ROSA,42021008,420102505,J.I.N. Nº 6 - Anexo Nº 2,1° de Mayo 1091 Villa del Busto Escuela de Apoyo a la Inclusión N° 1 de Discapacidad Motora Frida Kahlo,6300,02954 424978,jin6@lapampa.edu.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
La Pampa,Estatal,Urbano,MARACO,42105,GENERAL PICO,42105004,420102600,Escuela para Adultos Nº 8,Calle 13 Bis Oeste 476  Colegio Secundario Virginia Galletti de Amela,6360,02302 421716,adultos8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Urbano,TRENEL,42147,TRENEL,42147005,420102601,Extensión Aulica Nº 1 en Trenel de la Escuela para Adultos Nº 8,Leandro N. Alem 568  Escuela Nº 54,6369,02302 499042,adultos8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,TRENEL,42147,METILEO,42147003,420102602,Extensión Aulica Nº 2 en Metileo de la Escuela para Adultos Nº 8,Calle 8 537  Escuela Nº 54,6367,02302 15643506,adultos8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Rural,MARACO,42105,SPELUZZI,42105006,420102603,Extensión Aulica Nº 3 en Speluzzi de la Escuela para Adultos Nº 8,Calle 7   Escuela Nº  40,6365,02302 15441456,adultos8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Rural,MARACO,42105,DORILA,42105003,420102604,Extensión Áulica N° 4 en Dorila de la Escuela para Adultos N° 8,Segundo Gonzalez   Col. Sec. “Héroes del ARA San Juan,6365,02954 421716,adultos8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,MARACO,42105,TREBOLARES,42105007,420102606,Extensión Áulica N° 6 en Treborares de la Escuela para Adultos N° 8,Jose Brogna   Escuela 122,6360,02954 15378052,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Rural,MARACO,42105,AGUSTONI,42105001,420102607,Extensión Áulica N° 7 en Agustoni de la Escuela para Adultos N° 8,Don Roberto Petit de Meurville   Escuela Nº 161,6361,02302 480200,adultos8@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Urbano,CHAPALEUFU,42056,INTENDENTE ALVEAR,42056005,420102700,Escuela para Adultos Nº 9,Bernardino Rivadavia 495  Colegio Secundario Alicia Moreau de Justo,6221,02302 481012,adultos9@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,CHAPALEUFU,42056,BERNARDO LARROUDE,42056001,420102701,Extensión Aulica Nº 1 en Bernardo Larroude de la Escuela para Adultos Nº 9,Francisco Speroni 199  Colegio Secundario Bernardo Larroudé,6220,02302 15463938/15413674,adultos9@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,CHAPALEUFU,42056,CEBALLOS,42056002,420102703,Extensión Aulica Nº 2 en Ceballos de la Escuela para Adultos Nº 9,Av. R. Castro esq. Ferrocarril Oeste    Casa de la Cultura,6221,02302 15628958,adultos9@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Urbano,REALICO,42133,REALICO,42133010,420102800,Escuela para Adultos Nº 10,Avenida Mullally 1925  Escuela de Comercio,6200,02331 460778,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Urbano,RANCUL,42126,RANCUL,42126012,420102801,Extensión Áulica Nº 1 en Rancul de la Escuela para Adultos Nº 10,Quintana y Rivadavia   Comedor Escolar,6214,02302 15601664/15466685,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Urbano,RANCUL,42126,PARERA,42126009,420102805,Extensión Áulica Nº 2 en Parera de la Escuela para Adultos Nº 10,Dr. Martinez Zubiría 250  Escuela Nº  22,6213,02302 15411962,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,CHAPALEUFU,42056,CORONEL HILARIO LAGOS,42056003,420102807,Extensión Áulica N° 7 Hilario Lagos de la Escuela para Adultos N° 10,Ameghino 552  Escuela Nº 52,6228,2331 462266,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Rural,REALICO,42133,FALUCHO,42133006,420102809,Extensión Áulica N° 3 en Falucho de la Escuela para Adultos N° 10,Mariano Moreno 331  Biblioteca Municipal,6212,02954 15446426,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Urbano,REALICO,42133,DAMIAN MAISONAVE,42133003,420102810,Extensión Áulica N° 4 en Maisonave de la Escuela para Adultos N° 10,Islas Malvinas s/n    Escuela Nº 28,6212,02954 15446426,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Rural,RANCUL,42126,QUETREQUEN,42126011,420102811,Extensión Áulica N° 5 en Quetrequen de la Escuela para Adultos N° 10,Rosario Fernández s/n   Escuela Nº 42,6212,02331 493046,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Rural,REALICO,42133,ADOLFO VAN PRAET,42133001,420102812,Extensión Áulica N° 6 en Adolfo Van Praet de la Escuela para Adultos N° 10,Libertad y Perito Moreno   Biblioteca Popular “José Grass”,L6212,02331 499128,adultos10@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Urbano,CHALILEO,42049,SANTA ISABEL,42049007,420102900,Escuela para Adultos Nº 11,Alberdi 125  Colegio Secundario El Bardino (Ex. UE Nº 33),6323,02338 493023,adultos11@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,CHICAL CO,42063,ALGARROBO DEL AGUILA,42063002,420102901,Extensión Aulica Nº 1 en Algarrobo del Águila de la Escuela para Adultos Nº 11,Belgrano   Col. Sec. Águilas del Oeste,6323,02338 493023,adultos11@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,CHICAL CO,42063,LA HUMADA,42063004,420102902,Extensión Aulica Nº 2 en La Humada de la Escuela para Adultos Nº 11,Av. España s/n   Escuela Hogar Nº 88,6323,02338 499223,adultos11@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
La Pampa,Estatal,Rural,CHICAL CO,42063,CHOSMALAL,42063005,420102903,Extensión Áulica N° 3 en Chosmalal de la Escuela para Adultos N° 11,Intersección Rutas Prov. Nº 14 Y 27    Escuela Nº 260,6323,02338 493023,adultos11@lapampa.edu.ar,,,1,,,,,,,,,,,,,,,1,,,,,,,,,
La Pampa,Estatal,Urbano,PUELEN,42112,25 DE MAYO,42112001,420103000,Escuela para Adultos Nº 12,Avenida Santa Rosa 3741  Apoyo para la Inclusión N° 10,8201,0299 4949187 - 4948628,adultos12@lapampa.edu.ar,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,
